legajo;estado_civil;carrera;carrera_grado;sede;anio_ingreso;horas_trabajadas;masculino;femenino;edad_ingreso;colegio_publico;argentino;activo_primer_anio;activo_segundo_anio;estado;promedio_1er_anio;anios_en_unlu;aprobadas_1er_anio;anios_cursados;c_promociones_1er_anio;c_libres_1er_anio;c_regulares_1er_anio;c_ausentes_1er_anio;c_noausentes_1er_anio;cursadas_ap_1er_anio;cursadas_1er_anio;cambio_universidad;cambio_carrera;progresar_2016;fracaso_academico;activo_2017
129;SOLTERO/A;PROFESORADO EN CIENCIAS DE LA EDUCACION;1;SEDE LUJAN;2014;0;0;1;28;1;1;1;0;LIBRE;-;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0
130;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2014;0;0;1;27;1;1;1;1;REGULAR;-;4;0;3;0;0;0;3;0;0;3;0;0;0;0;1
131;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CHIVILCOY;2014;0;0;1;18;1;1;1;1;REGULAR;5,5;4;2;3;1;1;1;0;3;2;3;0;0;0;0;1
132;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;SEDE LUJAN;2014;0;0;1;30;1;1;0;0;LIBRE;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;45;0;1;31;1;1;1;1;LIBRE;-;2;0;2;0;1;0;3;1;0;4;0;0;0;0;0
134;CASADO/A;PROF.EN ENSE¥ANZA MEDIA DE ADULTOS(CICLO PROF);1;C.R. SAN MIGUEL;2014;0;0;1;52;1;1;1;1;REGULAR;9;4;1;3;1;1;1;0;3;2;3;0;0;0;0;1
135;SOLTERO/A;PROFESORADO EN EDUCACION FISICA;1;D.A. S.FERNANDO;2014;20;0;1;24;0;1;1;1;REGULAR;8,44;4;9;3;7;0;5;1;12;12;13;0;1;0;0;1
136;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2014;46;1;0;31;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
137;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;0;0;1;25;1;1;0;0;LIBRE;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138;SOLTERO/A;PROFESORADO EN EDUCACION FISICA;1;D.A. S.FERNANDO;2014;36;1;0;33;1;1;1;1;LIBRE;7,25;2;4;2;3;1;4;0;8;7;8;0;1;0;0;0
139;SOLTERO/A;LIC. EN INFORMACION AMBIENTAL;1;SEDE LUJAN;2014;30;1;0;23;1;1;1;1;LIBRE;6,75;2;3;2;2;3;2;0;7;4;7;1;0;0;0;0
140;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;0;1;0;20;1;1;1;1;REGULAR;6,17;4;6;3;3;0;4;0;7;7;7;0;0;0;0;1
141;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;SEDE LUJAN;2014;40;0;1;34;0;1;1;0;LIBRE;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
142;SOLTERO/A;PROFESORADO EN CIENCIAS DE LA EDUCACION;1;SEDE LUJAN;2014;0;0;1;26;1;1;0;0;LIBRE;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143;SOLTERO/A;PROFESORADO EN CIENCIAS DE LA EDUCACION;1;SEDE LUJAN;2014;0;0;1;26;1;1;1;0;LIBRE;-;1;0;1;0;0;2;0;2;2;2;0;0;0;0;0
144;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2014;6;0;1;18;0;1;0;0;LIBRE;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;25;1;1;1;1;LIBRE/INHABILITADO;7,50;2;2;2;2;0;0;1;2;2;3;0;0;0;0;0
146;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;15;1;0;28;1;1;1;0;REGULAR;-;4;0;1;0;0;1;0;3;1;3;0;0;0;0;1
147;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;0;0;1;24;0;1;1;0;LIBRE;-;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0
148;SOLTERO/A;PROFESORADO EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;40;1;0;30;1;1;1;1;LIBRE/INHABILITADO;9,33;2;6;2;5;0;1;0;6;6;6;0;0;0;0;0
149;CASADO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;55;0;1;30;1;1;1;1;LIBRE;-;2;0;2;0;0;0;4;0;0;4;0;0;0;0;0
150;SOLTERO/A;LICENCIATURA EN ENFERMERIA;1;SEDE LUJAN;2014;0;0;1;24;1;1;1;1;LIBRE/INHABILITADO;-;2;0;2;0;0;4;0;4;4;4;0;1;0;0;0
151;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;3;0;1;18;1;1;1;1;REGULAR;8,71;4;7;3;5;0;2;0;7;7;7;0;0;1;0;1
152;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;REGULAR;3;4;1;3;0;3;1;1;4;1;5;0;0;0;1;1
153;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;0;REGULAR;-;4;0;1;0;0;0;3;0;0;3;0;0;0;0;1
154;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;0;REGULAR;4,5;4;1;1;0;0;3;0;3;3;3;0;0;0;0;1
155;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;17;0;1;1;1;REGULAR;2,17;4;1;3;0;4;2;0;7;2;7;0;0;0;1;1
156;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;REGULAR;1,5;4;0;3;0;4;1;0;6;1;6;0;0;1;1;1
157;SOLTERO/A;INGENIERIA EN ALIMENTOS;1;SEDE LUJAN;2014;0;0;1;18;0;1;1;0;LIBRE/INHABILITADO;8,00;1;1;1;1;2;0;2;3;1;5;0;0;0;0;0
158;SOLTERO/A;PROFESORADO EN GEOGRAFIA;1;SEDE LUJAN;2014;0;0;1;17;0;1;1;1;REGULAR;4,8;4;4;3;2;1;4;2;7;6;9;0;0;0;0;1
159;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;SEDE LUJAN;2014;0;1;0;17;0;1;1;1;REGULAR;6,67;4;3;3;2;1;3;1;6;5;7;0;0;1;0;1
160;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;REGULAR;6,43;4;7;3;4;0;3;0;7;7;7;0;1;1;0;1
161;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;21;1;1;1;1;LIBRE;1,5;2;0;2;0;3;0;0;3;0;3;0;0;1;1;0
162;CASADO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;SEDE LUJAN;2014;30;0;1;36;1;1;1;1;REGULAR;9,6;4;5;3;5;0;0;2;5;5;7;0;0;0;0;1
163;SOLTERO/A;INGENIERIA EN ALIMENTOS;1;SEDE LUJAN;2014;0;0;1;18;0;1;1;1;REGULAR;5,56;4;7;3;3;1;6;0;10;9;10;0;0;0;0;1
164;SOLTERO/A;INGENIERIA EN ALIMENTOS;1;SEDE LUJAN;2014;0;0;1;17;0;1;1;1;REGULAR;6,44;4;7;3;4;2;4;0;10;8;10;0;0;1;0;1
165;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;18;1;1;1;1;REGULAR;5,25;4;2;3;2;2;2;1;6;4;7;0;1;0;0;1
166;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;18;1;1;1;1;LIBRE;5,33;3;2;3;1;0;4;0;5;5;5;0;1;1;0;0
167;SOLTERO/A;LIC. EN INFORMACION AMBIENTAL;1;SEDE LUJAN;2014;0;0;1;17;1;1;1;0;LIBRE;5,5;1;1;1;1;1;2;3;4;3;7;0;0;0;0;0
168;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2014;0;1;0;17;0;1;1;1;REGULAR;8,2;4;5;3;5;3;0;0;8;5;8;0;1;1;0;1
169;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;SEDE LUJAN;2014;0;0;1;17;0;1;1;0;LIBRE/INHABILITADO;2,00;1;0;1;0;1;2;4;3;2;7;0;0;0;0;0
170;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;REGULAR;5,2;4;4;3;0;3;4;0;7;4;7;0;0;0;0;1
171;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2014;0;0;1;18;0;1;1;1;REGULAR;8,67;4;12;3;12;0;0;0;12;12;12;1;0;0;0;1
172;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2014;0;0;1;18;0;1;1;0;LIBRE/INHABILITADO;9,00;1;1;1;1;0;0;3;2;1;5;0;0;0;0;0
173;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;REGULAR;8,38;4;8;3;8;0;0;0;8;8;8;0;0;0;0;1
174;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2014;0;0;1;18;1;1;1;1;REGULAR;8,17;4;6;3;3;1;3;1;7;6;8;0;0;1;0;1
175;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;0;1;0;19;0;1;1;1;REGULAR;6;4;6;3;4;0;3;0;7;7;7;0;0;0;0;1
176;SOLTERO/A;INGENIERIA EN ALIMENTOS;1;SEDE LUJAN;2014;12;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;4;1;0;5;0;0;0;0;0
177;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;30;0;1;19;1;1;1;1;REGULAR;7,13;4;8;3;5;0;3;0;8;8;8;0;0;1;0;1
178;SOLTERO/A;LIC. EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;0;0;1;18;0;1;1;0;LIBRE;-;3;0;3;0;0;0;4;0;0;4;0;1;0;0;0
179;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;REGULAR;5,17;4;5;3;0;2;5;0;8;5;8;0;0;0;0;1
180;SOLTERO/A;INGENIERIA EN ALIMENTOS;1;SEDE LUJAN;2014;0;0;1;17;1;1;1;1;REGULAR;4,33;4;1;3;1;3;3;3;7;4;10;0;0;0;0;1
181;SOLTERO/A;INGENIERIA AGRONOMICA;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;REGULAR;5,63;4;7;3;3;0;6;0;10;9;10;0;0;0;0;1
182;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;19;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;4;0;0;4;0;4;0;0;0;1;0
183;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;19;1;1;1;1;LIBRE;4;3;1;3;0;4;1;0;5;1;5;0;0;1;1;0
184;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;0;1;17;0;1;1;1;REGULAR;3,5;4;4;3;1;1;5;0;7;6;7;0;0;1;0;1
185;SOLTERO/A;PROFESORADO EN HISTORIA;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;REGULAR;4,5;4;1;3;1;1;2;5;4;3;9;0;0;0;0;1
186;SOLTERO/A;LIC. EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;0;0;1;18;0;1;1;0;LIBRE;6,6;1;5;1;3;1;3;1;7;6;8;0;0;0;0;0
187;SOLTERO/A;PROFESORADO EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;0;0;1;20;1;1;1;0;LIBRE;-;1;0;1;0;1;0;4;1;0;5;0;0;0;0;0
188;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;SEDE LUJAN;2014;20;1;0;19;1;1;1;1;LIBRE;5,33;3;6;3;5;1;2;0;8;7;8;0;0;1;0;0
189;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;46;1;0;27;1;1;1;1;REGULAR;7;4;2;3;1;0;1;2;2;2;4;0;0;0;0;1
190;SOLTERO/A;PROFESORADO EN CIENCIAS DE LA EDUCACION;1;SEDE LUJAN;2014;28;0;1;25;1;1;1;0;REGULAR;-;3;0;3;0;0;4;0;4;4;4;0;0;0;0;0
191;CASADO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;45;1;0;34;0;1;1;1;LIBRE;6,5;3;4;3;4;1;1;1;6;5;7;0;0;0;0;0
192;SOLTERO/A;TECNICATURA UNIVERSITARIA EN INDUSTRIAS LACTEAS;1;SEDE LUJAN;2014;7;1;0;19;1;1;1;1;LIBRE;6,2;2;5;2;1;1;5;0;7;6;7;0;0;0;0;0
193;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;0;1;0;22;1;1;1;1;REGULAR;6;4;3;3;1;3;2;0;6;3;6;0;0;0;0;1
194;SOLTERO/A;INGENIERIA AGRONOMICA;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;REGULAR;7,29;4;7;3;5;0;2;0;8;7;8;0;0;0;0;1
195;SOLTERO/A;INGENIERIA AGRONOMICA;1;SEDE LUJAN;2014;0;1;0;17;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;0;1;4;0;5;0;0;0;1;0
196;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;17;0;1;1;0;LIBRE/INHABILITADO;3,50;1;1;1;0;0;2;1;2;2;3;0;0;0;0;0
197;SOLTERO/A;INGENIERIA AGRONOMICA;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;LIBRE;5,75;2;3;2;1;2;3;0;7;4;7;0;0;0;0;0
198;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;19;0;1;1;1;LIBRE;1;2;0;2;0;4;1;0;5;1;5;0;0;0;1;0
199;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;SEDE LUJAN;2014;4;0;1;26;1;1;1;0;LIBRE;-;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0
200;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2014;0;0;1;18;1;1;1;0;LIBRE;6,75;1;4;1;2;1;3;3;7;5;10;1;0;0;0;0
201;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;5;1;0;23;1;1;1;1;LIBRE;-;2;0;2;0;3;0;0;4;0;4;0;0;0;1;0
202;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2014;40;0;1;19;0;1;1;1;LIBRE;-;2;0;2;0;3;2;3;5;2;8;0;0;1;0;0
203;SOLTERO/A;PROFESORADO EN CIENCIAS DE LA EDUCACION;1;SEDE LUJAN;2014;16;1;0;26;1;1;1;1;LIBRE;-;2;0;2;0;0;0;4;0;0;4;0;1;0;0;0
204;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2014;0;0;1;17;1;1;1;1;LIBRE;4;2;1;2;1;1;6;0;9;7;9;1;0;0;0;0
205;SOLTERO/A;PROFESORADO EN HISTORIA;1;SEDE LUJAN;2014;0;1;0;22;0;1;1;1;LIBRE;7,5;2;2;2;2;4;1;1;7;3;8;0;0;0;0;0
206;SOLTERO/A;PROFESORADO EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;0;0;1;17;0;1;1;1;REGULAR;2;3;0;3;0;4;2;0;8;2;8;0;1;1;0;0
207;SOLTERO/A;LIC. EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;30;0;1;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;2;2;0;4;0;0;0;0;0
208;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2014;16;1;0;18;0;1;1;1;REGULAR;6;4;2;3;1;3;2;3;6;3;9;0;0;1;0;1
209;SOLTERO/A;INGENIERIA AGRONOMICA;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;REGULAR;4;4;2;3;0;4;2;3;7;2;10;0;0;0;0;1
210;SOLTERO/A;INGENIERIA AGRONOMICA;1;SEDE LUJAN;2014;0;0;1;18;1;1;1;1;REGULAR;4,33;4;3;3;2;1;3;1;7;5;8;0;0;1;0;1
211;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;2;2;0;4;0;0;0;0;0
212;SOLTERO/A;INGENIERIA AGRONOMICA;1;SEDE LUJAN;2014;2;0;1;18;1;1;1;1;REGULAR;6,14;4;7;3;2;1;5;0;9;7;9;0;0;0;0;1
213;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;5;0;1;19;1;1;1;0;LIBRE;-;1;0;1;0;1;1;3;2;1;5;0;0;0;0;0
214;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2014;0;0;1;18;0;1;1;1;REGULAR;6,8;4;5;3;3;2;3;2;8;6;10;0;0;1;0;1
215;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;CRES MERCEDES;2014;0;1;0;18;1;1;1;1;LIBRE/INHABILITADO;7,00;2;2;2;1;1;1;4;4;2;8;0;1;0;0;0
216;SOLTERO/A;PROFESORADO EN GEOGRAFIA;1;SEDE LUJAN;2014;4;0;1;23;0;1;1;1;REGULAR;7,33;4;3;3;2;1;3;1;6;5;7;0;0;0;0;1
217;SOLTERO/A;TEC. UN. EN INSP. DE ALIMENTOS;1;SEDE LUJAN;2014;45;1;0;22;1;1;1;1;REGULAR;7,33;4;3;3;1;2;3;3;6;4;9;0;1;1;0;1
218;SOLTERO/A;INGENIERIA AGRONOMICA;1;SEDE LUJAN;2014;0;0;1;17;1;1;1;1;REGULAR;4,5;4;1;3;1;4;0;1;6;1;7;0;0;1;1;1
219;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;SEDE LUJAN;2014;24;0;1;23;0;1;1;1;REGULAR;7,67;3;3;3;2;3;1;4;6;3;10;0;0;0;0;0
220;SOLTERO/A;INGENIERIA EN ALIMENTOS;1;SEDE LUJAN;2014;0;1;0;19;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;3;0;1;4;1;5;0;0;0;1;0
221;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;42;1;0;19;1;1;1;1;REGULAR;7;4;8;3;6;0;2;2;8;8;10;0;0;0;0;1
222;SOLTERO/A;PROFESORADO EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;0;0;1;21;0;1;1;0;LIBRE;-;1;0;1;0;0;1;3;1;1;4;0;0;0;0;0
223;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;19;0;1;1;1;LIBRE;1,5;2;0;2;0;3;0;0;5;0;5;0;0;0;1;0
224;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;20;1;0;18;0;1;1;1;REGULAR;6,14;4;6;3;1;0;6;0;8;7;8;0;0;0;0;1
225;SOLTERO/A;LICENCIATURA EN HISTORIA (CICLO DE LICENCIATURA);1;SEDE LUJAN;2014;6;0;1;28;1;1;1;1;REGULAR;8;3;4;3;2;0;4;3;6;6;9;0;0;0;0;0
226;SOLTERO/A;PROFESORADO EN HISTORIA;1;SEDE LUJAN;2014;12;1;0;19;1;1;1;0;LIBRE;4;1;1;1;0;4;2;4;6;2;10;0;0;0;0;0
227;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;6;1;0;19;1;1;1;1;LIBRE;5,83;3;5;3;2;2;3;1;7;5;8;0;0;0;0;0
228;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;0;1;0;17;0;1;1;0;LIBRE/INHABILITADO;8,00;1;1;1;1;1;0;2;2;1;4;0;0;0;0;0
229;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;0;0;1;18;0;1;1;1;REGULAR;8;4;8;3;7;0;1;0;8;8;8;0;0;1;0;1
230;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;SEDE LUJAN;2014;45;1;0;23;0;1;1;0;LIBRE;-;1;0;1;0;0;0;5;0;0;5;0;0;0;0;0
231;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;17;1;1;1;1;REGULAR;4,33;4;2;3;1;5;1;0;7;2;7;0;0;1;1;1
232;SOLTERO/A;LIC. EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;0;1;0;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;1;2;0;3;0;0;0;1;0
233;SOLTERO/A;PROFESORADO EN HISTORIA;1;SEDE LUJAN;2014;20;1;0;26;1;1;1;1;LIBRE;6;2;4;2;3;1;3;3;7;6;10;0;0;0;0;0
234;SOLTERO/A;PROFESORADO EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;36;0;1;18;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
235;SOLTERO/A;LIC. EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;2;2;4;2;6;0;0;0;0;0
236;CASADO/A;PROFESORADO EN HISTORIA;1;SEDE LUJAN;2014;10;0;1;38;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
237;SOLTERO/A;LIC. EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;0;0;1;19;1;1;1;1;REGULAR;-;4;0;3;0;4;2;1;6;2;7;0;1;1;1;1
238;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;REGULAR;4,57;4;5;3;1;0;6;0;7;7;7;0;0;0;0;1
239;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;17;0;1;1;1;REGULAR;7,57;4;7;3;5;0;2;0;7;7;7;0;0;0;0;1
240;SOLTERO/A;LIC. EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;0;1;0;18;0;1;1;1;LIBRE;7;3;1;3;1;3;0;0;4;1;4;0;0;0;1;0
241;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;17;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;4;0;0;4;0;4;0;0;0;1;0
242;SOLTERO/A;CONTADOR PUBLICO;1;SEDE LUJAN;2014;0;0;1;17;0;1;1;1;REGULAR;7,63;4;8;3;7;0;1;1;8;8;9;0;0;0;0;1
243;SOLTERO/A;LIC. EN INFORMACION AMBIENTAL;1;SEDE LUJAN;2014;0;0;1;17;0;1;1;1;REGULAR;8,67;4;9;3;8;1;0;0;9;8;9;0;0;0;0;1
244;SOLTERO/A;LIC. EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;0;0;1;17;0;1;1;1;REGULAR;6,29;4;6;3;3;0;4;0;7;7;7;0;0;0;0;1
245;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;23;0;1;1;1;REGULAR;7,5;4;8;3;3;0;4;0;7;7;7;0;0;0;0;1
246;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;SEDE LUJAN;2014;0;0;1;18;0;1;1;1;REGULAR;7,5;3;8;3;5;0;3;1;8;8;9;0;0;0;0;0
247;SOLTERO/A;LIC. EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;0;0;1;19;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;0;2;3;0;5;0;0;0;1;0
248;SOLTERO/A;LIC. EN CIENCIAS BIOLOGICAS;1;SEDE LUJAN;2014;3;0;1;26;1;1;1;0;LIBRE;-;1;0;1;0;4;0;1;4;0;5;0;0;0;1;0
249;SOLTERO/A;INGENIERIA EN ALIMENTOS;1;SEDE LUJAN;2014;8;1;0;27;0;1;1;1;REGULAR;9,29;4;7;3;6;0;1;1;7;7;8;0;0;0;0;1
250;SOLTERO/A;TECNICATURA UNIVERSITARIA EN INDUSTRIAS LACTEAS;1;SEDE LUJAN;2014;40;1;0;23;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;2;1;1;5;2;6;0;0;0;0;0
251;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;1;0;17;0;1;1;1;REGULAR;3,33;4;1;3;0;5;0;1;5;0;6;0;1;0;1;1
252;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;17;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;4;0;0;4;0;4;0;0;0;1;0
253;SOLTERO/A;INGENIERIA AGRONOMICA;1;SEDE LUJAN;2014;0;1;0;17;1;1;1;1;LIBRE;4,5;2;1;2;1;1;1;0;3;2;3;0;1;0;0;0
254;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2014;5;0;1;19;0;1;1;1;REGULAR;6,88;4;7;3;7;0;1;0;9;8;9;1;0;1;0;1
255;SOLTERO/A;INGENIERIA EN ALIMENTOS;1;SEDE LUJAN;2014;0;0;1;18;0;1;1;1;REGULAR;8,9;4;10;3;8;0;1;1;9;9;10;0;0;0;0;1
256;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;8;1;0;19;1;1;1;1;REGULAR;-;4;0;3;0;3;0;0;3;0;3;0;0;1;1;1
257;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;35;1;0;19;1;1;1;0;LIBRE/INHABILITADO;1,50;1;0;1;0;3;0;0;3;0;3;0;0;0;1;0
258;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;4;0;0;4;0;4;0;0;1;1;0
259;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;17;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
260;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2014;0;1;0;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;4;0;0;4;0;4;0;0;0;1;0
261;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2014;0;0;1;18;0;1;1;1;REGULAR;4;3;3;3;1;2;4;0;7;5;7;0;0;0;0;0
